"","pitcher","year","inning_role","length_role","matchup_role","leverage_role"
"1375",672578,2022,"none","short","none","none"
"1376",605164,2022,"start",NA,NA,NA
"1377",669145,2022,"start",NA,NA,NA
"1378",624133,2022,"none","long","RHH","low"
"1379",656849,2022,"start",NA,NA,NA
"1380",656353,2022,"none","none","RHH","low"
"1381",657508,2022,"none","short","none","none"
"1382",547001,2022,"none","long","LHH","low"
"1383",592836,2022,"start",NA,NA,NA
"1384",621433,2022,"late","short","none","low"
"1385",663531,2022,"none","long","RHH","none"
"1386",672715,2022,"none","long","none","low"
"1387",669674,2022,"none","none","none","low"
"1388",641501,2022,"none","short","RHH","low"
"1389",664054,2022,"middle","short","none","low"
"1390",656458,2022,"none","short","none","high"
"1391",660853,2022,"none","short","none","none"
"1392",660906,2022,"none","short","none","low"
"1393",596112,2022,"none","short","none","low"
"1394",621348,2022,"middle","short","none","low"
"1395",656457,2022,"none","none","RHH","low"
"1396",595939,2022,"start",NA,NA,NA
"1397",503449,2022,"none","none","none","low"
"1398",519043,2022,"none","short","RHH","high"
"1399",656657,2022,"none","long","RHH","low"
"1400",624418,2022,"none","short","RHH","high"
"1401",656786,2022,"none","short","none","low"
"1402",676840,2022,"none","none","none","low"
"1403",681806,2022,"middle","short","none","none"
"1404",670046,2022,"none","long","RHH","low"
"1405",641360,2022,"none","short","none","low"
"1406",650959,2022,"middle","short","none","low"
"1407",643410,2022,"none","short","LHH","high"
"1408",668678,2022,"start",NA,NA,NA
"1409",664042,2022,"none","short","none","low"
"1410",649144,2022,"none","long","RHH","low"
"1411",668948,2022,"none","none","RHH","low"
"1412",606625,2022,"none","short","RHH","low"
"1413",670955,2022,"none","none","LHH","low"
"1414",642203,2022,"none","none","none","low"
"1415",621363,2022,"none","short","RHH","high"
"1416",608371,2022,"none","short","none","none"
"1417",678061,2022,"late","short","RHH","low"
"1418",689225,2022,"none","none","none","low"
"1419",592717,2022,"start",NA,NA,NA
"1420",669804,2022,"none","medium","RHH","low"
"1421",671790,2022,"middle","none","none","low"
"1422",660636,2022,"late","medium","none","low"
"1423",658431,2022,"none","none","none","low"
"1424",621366,2022,"none","short","none","none"
"1425",657248,2022,"start",NA,NA,NA
"1426",596001,2022,"none","none","none","low"
"1427",572125,2022,"none","short","none","low"
"1428",541640,2022,"none","short","none","low"
"1429",668684,2022,"none","none","none","low"
"1430",608328,2022,"none","none","none","low"
"1431",501381,2022,"start",NA,NA,NA
"1432",656818,2022,"none","long","none","low"
"1433",657766,2022,"middle","medium","RHH","low"
"1434",661527,2022,"none","short","none","low"
"1435",661440,2022,"none","short","none","low"
"1436",680694,2022,"start",NA,NA,NA
"1437",666818,2022,"none","short","none","low"
"1438",676641,2022,"none","none","none","low"
"1439",670426,2022,"middle","short","none","low"
"1440",670090,2022,"none","short","RHH","low"
"1441",607572,2022,"middle","short","none","low"
"1442",665645,2022,"none","short","none","low"
"1443",682171,2022,"none","short","none","low"
"1444",607755,2022,"none","short","none","low"
"1445",621114,2022,"none","short","none","none"
"1446",605177,2022,"none","short","none","high"
"1447",663947,2022,"none","short","none","low"
"1448",670167,2022,"none","short","none","high"
"1449",663372,2022,"start",NA,NA,NA
"1450",661255,2022,"none","short","none","low"
"1451",682016,2022,"late","short","none","low"
"1452",670102,2022,"none","none","LHH","low"
"1453",676050,2022,"none","short","RHH","none"
"1454",596271,2022,"middle","none","RHH","low"
"1455",666619,2022,"none","short","none","low"
"1456",663558,2022,"none","short","none","low"
"1457",605182,2022,"start",NA,NA,NA
"1458",656412,2022,"start",NA,NA,NA
"1459",608703,2022,"late","short","RHH","low"
"1460",592454,2022,"none","short","LHH","none"
"1461",641871,2022,"none","short","none","high"
"1462",642232,2022,"none","long","RHH","low"
"1463",665625,2022,"middle","short","none","low"
"1464",667498,2022,"none","none","none","low"
"1465",666205,2022,"start",NA,NA,NA
"1466",621076,2022,"start",NA,NA,NA
"1467",663485,2022,"none","none","none","low"
"1468",608700,2022,"late","short","RHH","low"
"1469",647315,2022,"none","short","none","low"
"1470",661309,2022,"none","long","none","low"
"1471",489119,2022,"start",NA,NA,NA
"1472",607229,2022,"none","none","none","none"
"1473",605218,2022,"none","short","none","none"
"1474",571670,2022,"late","short","none","none"
"1475",606131,2022,"none","short","none","none"
"1476",622491,2022,"start",NA,NA,NA
"1477",664849,2022,"none","short","none","low"
"1478",676534,2022,"none","short","none","low"
"1479",672839,2022,"none","short","none","low"
"1480",523260,2022,"none","short","none","none"
"1481",667297,2022,"none","short","none","none"
"1482",572362,2022,"late","short","LHH","low"
"1483",669270,2022,"none","short","none","low"
"1484",607457,2022,"none","none","RHH","none"
"1485",669923,2022,"start",NA,NA,NA
"1486",592716,2022,"start",NA,NA,NA
"1487",668820,2022,"start",NA,NA,NA
"1488",676617,2022,"none","none","LHH","low"
"1489",676660,2022,"late","short","LHH","low"
"1490",646242,2022,"none","long","RHH","low"
"1491",663546,2022,"middle","none","none","none"
"1492",675627,2022,"start",NA,NA,NA
"1493",622075,2022,"none","short","none","none"
"1494",405395,2022,"late","medium","RHH","low"
"1495",572888,2022,"none","short","none","low"
"1496",670768,2022,"late","short","RHH","low"
"1497",670059,2022,"none","short","none","low"
"1498",656970,2022,"none","long","RHH","none"
"1499",650496,2022,"none","none","LHH","low"
"1500",446321,2022,"none","short","none","low"
"1501",681217,2022,"none","long","none","low"
"1502",669214,2022,"middle","none","none","low"
"1503",660593,2022,"none","none","none","low"
"1504",673904,2022,"none","short","none","low"
"1505",661563,2022,"start",NA,NA,NA
"1506",669169,2022,"none","long","LHH","none"
"1507",682027,2022,"middle","short","LHH","low"
"1508",686752,2022,"none","long","LHH","low"
"1509",666214,2022,"start",NA,NA,NA
"1510",668665,2022,"middle","none","none","low"
"1511",666974,2022,"none","short","none","low"
"1512",624503,2022,"late","short","RHH","low"
"1513",663989,2022,"none","short","none","none"
"1514",670810,2022,"none","short","none","low"
"1515",656492,2022,"none","short","RHH","low"
"1516",656290,2022,"none","none","none","low"
"1517",676714,2022,"none","short","none","high"
"1518",605483,2022,"start",NA,NA,NA
"1519",640461,2022,"late","medium","RHH","low"
"1520",665001,2022,"none","none","RHH","low"
"1521",663436,2022,"none","long","LHH","none"
"1522",596082,2022,"none","short","RHH","none"
"1523",593643,2022,"late","short","none","low"
"1524",491624,2022,"none","short","none","low"
"1525",456501,2022,"start",NA,NA,NA
"1526",606273,2022,"late","short","RHH","low"
"1527",657571,2022,"none","short","RHH","low"
"1528",663378,2022,"none","none","none","low"
"1529",660787,2022,"none","short","none","high"
"1530",656730,2022,"none","short","none","none"
"1531",658551,2022,"none","short","none","none"
"1532",669276,2022,"none","short","none","high"
"1533",667376,2022,"none","short","none","none"
"1534",667373,2022,"none","short","LHH","none"
"1535",668933,2022,"start",NA,NA,NA
"1536",642165,2022,"late","medium","RHH","low"
"1537",425877,2022,"late","short","LHH","low"
"1538",641853,2022,"none","none","none","low"
"1539",669461,2022,"none","none","RHH","low"
"1540",675912,2022,"none","long","RHH","high"
"1541",573668,2022,"none","none","none","low"
"1542",621016,2022,"none","short","none","high"
"1543",607179,2022,"middle","short","none","low"
"1544",572008,2022,"late","short","LHH","low"
"1545",664161,2022,"none","long","LHH","low"
"1546",659262,2022,"middle","long","none","low"
"1547",663629,2022,"none","long","RHH","low"
"1548",571917,2022,"none","short","RHH","low"
"1549",672911,2022,"none","short","LHH","low"
"1550",593619,2022,"middle","short","none","low"
"1551",527055,2022,"none","short","none","low"
"1552",642060,2022,"middle","long","RHH","low"
"1553",663385,2022,"middle","short","none","low"
"1554",670174,2022,"none","none","none","low"
"1555",643493,2022,"none","short","RHH","low"
"1556",676083,2022,"start",NA,NA,NA
"1557",592743,2022,"late","short","RHH","low"
"1558",543281,2022,"late","short","RHH","low"
"1559",606993,2022,"late","short","none","low"
"1560",666129,2022,"start",NA,NA,NA
"1561",665152,2022,"start",NA,NA,NA
"1562",676886,2022,"none","none","none","low"
"1563",670912,2022,"start",NA,NA,NA
"1564",668873,2022,"none","long","none","low"
"1565",641656,2022,"none","none","none","low"
"1566",668868,2022,"none","none","RHH","low"
"1567",501985,2022,"start",NA,NA,NA
"1568",592346,2022,"none","long","LHH","low"
"1569",544365,2022,"middle","short","none","none"
"1570",622268,2022,"late","short","RHH","low"
"1571",673316,2022,"none","short","LHH","low"
"1572",553902,2022,"late","short","none","low"
"1573",605612,2022,"late","short","RHH","low"
"1574",643524,2022,"late","short","none","low"
"1575",657265,2022,"none","short","none","none"
"1576",669920,2022,"none","long","none","low"
"1577",665795,2022,"start",NA,NA,NA
"1578",681885,2022,"middle","none","none","low"
"1579",545341,2022,"late","short","RHH","low"
"1580",668338,2022,"none","none","none","none"
"1581",621219,2022,"none","long","none","low"
"1582",622786,2022,"none","short","RHH","none"
"1583",544931,2022,"start",NA,NA,NA
"1584",657649,2022,"none","long","RHH","low"
"1585",656232,2022,"none","none","none","low"
"1586",572703,2022,"none","none","none","low"
"1587",657424,2022,"none","short","none","low"
"1588",542194,2022,"late","short","none","low"
"1589",670970,2022,"none","short","RHH","none"
"1590",677960,2022,"none","long","RHH","none"
"1591",656427,2022,"start",NA,NA,NA
"1592",657770,2022,"middle","short","none","low"
"1593",667725,2022,"middle","none","RHH","low"
"1594",571466,2022,"late","short","RHH","low"
"1595",665019,2022,"late","short","none","low"
"1596",518586,2022,"late","short","none","low"
"1597",676194,2022,"start",NA,NA,NA
"1598",657585,2022,"middle","none","RHH","low"
"1599",596043,2022,"none","short","RHH","none"
"1600",458681,2022,"start",NA,NA,NA
"1601",670329,2022,"none","none","none","low"
"1602",596117,2022,"late","short","none","low"
"1603",656008,2022,"late","none","none","low"
"1604",663753,2022,"none","none","none","low"
"1605",669358,2022,"start",NA,NA,NA
"1606",666721,2022,"none","none","none","low"
"1607",664944,2022,"none","short","none","none"
"1608",488984,2022,"none","short","none","low"
"1609",676265,2022,"none","none","none","low"
"1610",547184,2022,"none","short","none","low"
"1611",543548,2022,"none","none","RHH","low"
"1612",600917,2022,"none","short","none","high"
"1613",642231,2022,"none","short","none","low"
"1614",608686,2022,"late","short","LHH","low"
"1615",656234,2022,"none","short","none","low"
"1616",543901,2022,"none","none","RHH","low"
"1617",501303,2022,"late","short","RHH","low"
"1618",595191,2022,"start",NA,NA,NA
"1619",641914,2022,"late","short","none","low"
"1620",571704,2022,"late","short","none","low"
"1621",621011,2022,"late","short","RHH","low"
"1622",645801,2022,"late","short","LHH","low"
"1623",571446,2022,"none","none","none","low"
"1624",660600,2022,"none","short","none","low"
"1625",657756,2022,"none","long","none","low"
"1626",664139,2022,"none","short","none","none"
"1627",676391,2022,"late","short","RHH","low"
"1628",641312,2022,"none","none","none","low"
"1629",664942,2022,"none","none","none","low"
"1630",592169,2022,"none","short","none","low"
"1631",506702,2022,"late","short","LHH","low"
"1632",444876,2022,"late","short","none","low"
"1633",682051,2022,"none","none","none","low"
"1634",605463,2022,"none","short","RHH","low"
"1635",675916,2022,"none","short","none","none"
"1636",622065,2022,"none","short","none","high"
"1637",642657,2022,"none","short","RHH","low"
"1638",642851,2022,"late","short","none","low"
"1639",641672,2022,"none","none","none","low"
"1640",611093,2022,"none","none","none","low"
"1641",672391,2022,"none","short","none","low"
"1642",665896,2022,"none","none","none","low"
"1643",676946,2022,"late","short","LHH","low"
"1644",572191,2022,"late","medium","none","low"
"1645",593140,2022,"none","short","none","low"
"1646",598265,2022,"late","medium","RHH","low"
"1647",678394,2022,"start",NA,NA,NA
"1648",669935,2022,"none","long","none","low"
"1649",434671,2022,"start",NA,NA,NA
"1650",672582,2022,"none","long","RHH","none"
"1651",461325,2022,"late","short","none","low"
"1652",650382,2022,"none","short","none","low"
"1653",657745,2022,"late","short","RHH","low"
"1654",663975,2022,"middle","short","RHH","low"
"1655",519242,2022,"start",NA,NA,NA
"1656",592712,2022,"none","short","none","low"
"1657",643230,2022,"none","none","RHH","high"
"1658",664126,2022,"late","short","none","high"
"1659",676974,2022,"start",NA,NA,NA
"1660",642546,2022,"none","short","none","none"
"1661",668941,2022,"none","short","RHH","none"
"1662",656548,2022,"none","long","none","low"
"1663",656257,2022,"none","short","none","high"
"1664",542585,2022,"none","short","none","low"
"1665",623211,2022,"middle","short","none","high"
"1666",657272,2022,"none","short","none","none"
"1667",570560,2022,"late","short","RHH","low"
"1668",593334,2022,"start",NA,NA,NA
"1669",670288,2022,"none","short","none","low"
"1670",642068,2022,"none","short","LHH","low"
"1671",657514,2022,"none","short","none","high"
"1672",663734,2022,"start",NA,NA,NA
"1673",657053,2022,"start",NA,NA,NA
"1674",571882,2022,"none","short","none","none"
"1675",673258,2022,"late","short","RHH","low"
"1676",650530,2022,"none","short","none","none"
"1677",620443,2022,"late","short","none","high"
"1678",606965,2022,"none","short","none","low"
"1679",661531,2022,"late","short","RHH","low"
"1680",683769,2022,"none","long","none","low"
"1681",656464,2022,"none","short","none","high"
"1682",666142,2022,"none","long","RHH","low"
"1683",571616,2022,"none","none","none","low"
"1684",674072,2022,"start",NA,NA,NA
"1685",594798,2022,"start",NA,NA,NA
"1686",643615,2022,"start",NA,NA,NA
"1687",489446,2022,"none","short","none","low"
"1688",643290,2022,"start",NA,NA,NA
"1689",622379,2022,"none","short","none","low"
"1690",644374,2022,"late","short","LHH","low"
"1691",675540,2022,"none","none","none","low"
"1692",573131,2022,"none","short","none","low"
"1693",621121,2022,"start",NA,NA,NA
"1694",669084,2022,"none","short","RHH","none"
"1695",607609,2022,"middle","long","none","none"
"1696",670032,2022,"none","short","none","low"
"1697",663773,2022,"none","none","none","low"
"1698",669160,2022,"start",NA,NA,NA
"1699",677053,2022,"none","short","none","low"
"1700",642239,2022,"none","short","none","low"
"1701",669742,2022,"late","short","none","low"
"1702",650204,2022,"none","none","none","low"
"1703",656322,2022,"none","short","none","low"
"1704",676206,2022,"none","long","none","low"
"1705",685503,2022,"start",NA,NA,NA
"1706",571439,2022,"middle","long","none","none"
"1707",664670,2022,"late","short","LHH","low"
"1708",669711,2022,"none","short","none","none"
"1709",608652,2022,"none","none","none","low"
"1710",620454,2022,"none","short","RHH","low"
"1711",622569,2022,"late","short","none","low"
"1712",665871,2022,"none","long","none","low"
"1713",656820,2022,"middle","none","none","none"
"1714",605170,2022,"late","short","RHH","low"
"1715",614177,2022,"late","short","RHH","low"
"1716",674681,2022,"none","long","RHH","none"
"1717",624512,2022,"late","short","RHH","low"
"1718",594838,2022,"late","short","RHH","low"
"1719",676130,2022,"start",NA,NA,NA
"1720",688010,2022,"middle","long","LHH","low"
"1721",664202,2022,"none","short","RHH","low"
"1722",502624,2022,"start",NA,NA,NA
"1723",655889,2022,"none","short","none","high"
"1724",518397,2022,"none","short","none","high"
"1725",663893,2022,"middle","short","RHH","high"
"1726",665155,2022,"late","short","none","low"
"1727",669093,2022,"none","short","none","low"
"1728",677161,2022,"middle","short","none","none"
"1729",543351,2022,"none","short","none","low"
"1730",622103,2022,"none","medium","RHH","low"
"1731",676917,2022,"start",NA,NA,NA
"1732",641531,2022,"late","short","RHH","low"
"1733",593160,2022,"late","short","LHH","low"
"1734",668800,2022,"late","short","RHH","low"
"1735",669194,2022,"start",NA,NA,NA
"1736",686613,2022,"start",NA,NA,NA
"1737",592848,2022,"none","short","none","low"
"1738",518585,2022,"none","short","none","high"
"1739",657697,2022,"none","short","RHH","low"
"1740",571510,2022,"start",NA,NA,NA
"1741",656755,2022,"none","medium","none","low"
"1742",650339,2022,"late","short","RHH","low"
"1743",663752,2022,"none","none","none","none"
"1744",660825,2022,"none","short","none","low"
"1745",503556,2022,"late","short","RHH","low"
"1746",686610,2022,"none","long","RHH","low"
"1747",663630,2022,"late","short","none","low"
"1748",592222,2022,"none","short","none","low"
"1749",623437,2022,"none","short","RHH","none"
"1750",656814,2022,"none","short","none","low"
"1751",686973,2022,"none","long","none","low"
"1752",630023,2022,"none","long","none","none"
"1753",607054,2022,"late","short","none","low"
"1754",669713,2022,"none","none","none","none"
"1755",686753,2022,"none","long","none","low"
"1756",643361,2022,"none","none","none","low"
"1757",621079,2022,"middle","none","RHH","low"
"1758",682847,2022,"start",NA,NA,NA
"1759",664871,2022,"middle","long","LHH","low"
"1760",642659,2022,"middle","medium","LHH","none"
"1761",686972,2022,"late","short","none","low"
"1762",681867,2022,"middle","long","none","low"
"1763",656578,2022,"none","long","none","high"
"1764",640470,2022,"none","short","none","high"
"1765",678692,2022,"middle","long","none","low"
"1766",668970,2022,"none","none","none","high"
"1767",681464,2022,"none","short","RHH","low"
"1768",502154,2022,"late","short","RHH","high"
"1769",571946,2022,"none","short","none","high"
"1770",572816,2022,"late","short","none","low"
"1771",606115,2022,"late","short","RHH","low"
"1772",622766,2022,"none","short","none","none"
"1773",607192,2022,"start",NA,NA,NA
"1774",663562,2022,"none","long","LHH","low"
"1775",666720,2022,"late","short","none","high"
"1776",663534,2022,"middle","short","RHH","low"
"1777",683232,2022,"none","short","none","low"
"1778",680573,2022,"none","long","none","low"
"1779",668834,2022,"none","long","RHH","low"
"1780",545121,2022,"late","short","LHH","low"
"1781",607259,2023,"none","short","none","none"
"1782",458681,2023,"start",NA,NA,NA
"1783",592662,2023,"start",NA,NA,NA
"1784",666200,2023,"start",NA,NA,NA
"1785",656849,2023,"start",NA,NA,NA
"1786",669160,2023,"start",NA,NA,NA
"1787",664299,2023,"none","long","LHH","low"
"1788",607536,2023,"start",NA,NA,NA
"1789",518876,2023,"start",NA,NA,NA
"1790",683769,2023,"none","long","none","low"
"1791",623167,2023,"start",NA,NA,NA
"1792",686753,2023,"none","long","none","none"
"1793",641627,2023,"none","short","none","none"
"1794",472610,2023,"none","short","none","low"
"1795",669212,2023,"none","short","none","low"
"1796",681911,2023,"none","short","none","none"
"1797",543272,2023,"none","short","RHH","none"
"1798",606160,2023,"none","short","none","low"
"1799",660853,2023,"none","short","none","high"
"1800",572955,2023,"none","short","none","high"
"1801",488984,2023,"none","short","none","low"
"1802",614179,2023,"none","short","none","low"
"1803",680704,2023,"middle","short","RHH","high"
"1804",608665,2023,"late","short","none","high"
"1805",657571,2023,"none","short","RHH","high"
"1806",657612,2023,"none","short","none","none"
"1807",608638,2023,"none","short","RHH","none"
"1808",661527,2023,"none","short","none","low"
"1809",664208,2023,"middle","short","none","none"
"1810",543518,2023,"none","short","none","high"
"1811",608718,2023,"none","short","RHH","high"
"1812",595928,2023,"middle","short","none","none"
"1813",650556,2023,"none","short","none","high"
"1814",518617,2023,"none","short","none","low"
"1815",663986,2023,"none","short","none","high"
"1816",571670,2023,"late","short","none","high"
"1817",605177,2023,"none","short","none","high"
"1818",661403,2023,"late","short","none","high"
"1819",640462,2023,"none","short","RHH","high"
"1820",682171,2023,"none","short","none","none"
"1821",669424,2023,"none","short","none","none"
"1822",623465,2023,"none","short","none","high"
"1823",656605,2023,"start",NA,NA,NA
"1824",645261,2023,"start",NA,NA,NA
"1825",543037,2023,"start",NA,NA,NA
"1826",660271,2023,"start",NA,NA,NA
"1827",605483,2023,"start",NA,NA,NA
"1828",657277,2023,"start",NA,NA,NA
"1829",453286,2023,"start",NA,NA,NA
"1830",573186,2023,"start",NA,NA,NA
"1831",571945,2023,"start",NA,NA,NA
"1832",668678,2023,"start",NA,NA,NA
"1833",593958,2023,"start",NA,NA,NA
"1834",669456,2023,"start",NA,NA,NA
"1835",608566,2023,"start",NA,NA,NA
"1836",669203,2023,"start",NA,NA,NA
"1837",663556,2023,"start",NA,NA,NA
"1838",656302,2023,"start",NA,NA,NA
"1839",571578,2023,"start",NA,NA,NA
"1840",664285,2023,"start",NA,NA,NA
"1841",641154,2023,"start",NA,NA,NA
"1842",666201,2023,"start",NA,NA,NA
"1843",668881,2023,"start",NA,NA,NA
"1844",425844,2023,"start",NA,NA,NA
"1845",446372,2023,"start",NA,NA,NA
"1846",628711,2023,"start",NA,NA,NA
"1847",502043,2023,"start",NA,NA,NA
"1848",622491,2023,"start",NA,NA,NA
"1849",594798,2023,"start",NA,NA,NA
"1850",605400,2023,"start",NA,NA,NA
"1851",666205,2023,"start",NA,NA,NA
"1852",608331,2023,"start",NA,NA,NA
"1853",593619,2023,"middle","short","none","low"
"1854",656271,2023,"middle","short","RHH","high"
"1855",676760,2023,"none","short","LHH","high"
"1856",623211,2023,"middle","short","none","high"
"1857",518489,2023,"none","short","none","none"
"1858",541640,2023,"none","short","none","low"
"1859",622503,2023,"none","none","none","low"
"1860",641401,2023,"none","short","none","none"
"1861",625643,2023,"none","short","none","high"
"1862",663855,2023,"none","short","none","high"
"1863",666204,2023,"late","short","none","high"
"1864",642585,2023,"late","short","none","high"
"1865",669467,2023,"none","short","none","none"
"1866",543521,2023,"middle","short","none","high"
"1867",664854,2023,"none","short","none","high"
"1868",445926,2023,"none","short","none","high"
"1869",672391,2023,"none","short","none","low"
"1870",675916,2023,"none","short","none","high"
"1871",518585,2023,"none","short","none","none"
"1872",607237,2023,"none","short","none","low"
"1873",666168,2023,"none","short","none","none"
"1874",664294,2023,"none","short","none","none"
"1875",605154,2023,"none","short","none","none"
"1876",640448,2023,"late","short","none","high"
"1877",668868,2023,"none","none","RHH","none"
"1878",642546,2023,"none","short","none","high"
"1879",677161,2023,"middle","short","none","low"
"1880",669395,2023,"none","short","none","none"
"1881",592741,2023,"middle","short","none","none"
"1882",607755,2023,"none","short","none","low"
"1883",669438,2023,"middle","none","none","none"
"1884",621345,2023,"none","short","none","high"
"1885",519151,2023,"late","short","LHH","high"
"1886",554340,2023,"none","short","none","high"
"1887",600917,2023,"none","short","none","none"
"1888",571882,2023,"none","short","none","none"
"1889",642121,2023,"none","short","none","low"
"1890",642758,2023,"none","short","RHH","high"
"1891",669459,2023,"middle","short","none","none"
"1892",621051,2023,"middle","short","none","high"
"1893",659275,2023,"none","none","none","low"
"1894",642397,2023,"late","short","RHH","high"
"1895",667427,2023,"none","short","none","high"
"1896",681402,2023,"none","none","none","low"
"1897",622098,2023,"none","short","none","high"
"1898",622065,2023,"none","short","none","high"
"1899",670280,2023,"late","short","none","high"
"1900",621363,2023,"none","short","RHH","high"
"1901",666374,2023,"none","short","none","high"
"1902",672841,2023,"none","short","RHH","low"
"1903",571656,2023,"none","short","none","high"
"1904",661395,2023,"late","short","none","high"
"1905",607481,2023,"none","short","RHH","high"
"1906",669211,2023,"none","none","RHH","low"
"1907",657024,2023,"none","short","none","high"
"1908",543507,2023,"late","short","none","high"
"1909",571479,2023,"none","short","none","low"
"1910",593576,2023,"none","short","none","high"
"1911",476595,2023,"none","short","RHH","low"
"1912",641329,2023,"middle","short","RHH","high"
"1913",621381,2023,"none","short","RHH","none"
"1914",502085,2023,"late","short","none","high"
"1915",572403,2023,"none","short","RHH","none"
"1916",623474,2023,"none","short","none","high"
"1917",605242,2023,"none","short","none","none"
"1918",455119,2023,"none","short","none","high"
"1919",642239,2023,"none","short","none","low"
"1920",662253,2023,"none","short","none","high"
"1921",592094,2023,"none","short","none","high"
"1922",664139,2023,"none","short","none","high"
"1923",672578,2023,"none","short","none","high"
"1924",656945,2023,"none","short","RHH","high"
"1925",621016,2023,"none","short","none","none"
"1926",571901,2023,"none","short","none","none"
"1927",670174,2023,"none","none","none","high"
"1928",669276,2023,"none","short","none","none"
"1929",664875,2023,"none","short","none","high"
"1930",624522,2023,"none","none","none","none"
"1931",593974,2023,"none","short","none","high"
"1932",502202,2023,"none","short","none","low"
"1933",542914,2023,"none","short","none","low"
"1934",647315,2023,"none","short","none","none"
"1935",571946,2023,"none","short","none","none"
"1936",640451,2023,"none","short","none","high"
"1937",641360,2023,"none","short","none","none"
"1938",605447,2023,"late","short","none","high"
"1939",548384,2023,"none","short","none","high"
"1940",656234,2023,"none","short","none","none"
"1941",623149,2023,"late","short","none","high"
"1942",643511,2023,"none","short","none","high"
"1943",573204,2023,"none","short","none","high"
"1944",643256,2023,"none","short","none","low"
"1945",656464,2023,"none","short","none","none"
"1946",664126,2023,"late","short","none","high"
"1947",572193,2023,"none","short","none","high"
"1948",622075,2023,"none","short","none","none"
"1949",672335,2023,"none","short","none","high"
"1950",657265,2023,"none","short","none","high"
"1951",671345,2023,"none","short","none","high"
"1952",643377,2023,"none","short","none","high"
"1953",670059,2023,"none","short","none","high"
"1954",641835,2023,"none","short","none","high"
"1955",642770,2023,"none","short","none","low"
"1956",670810,2023,"none","short","none","none"
"1957",666142,2023,"none","long","RHH","none"
"1958",605347,2023,"none","short","none","none"
"1959",642528,2023,"none","short","none","none"
"1960",677053,2023,"none","short","none","high"
"1961",680570,2023,"start",NA,NA,NA
"1962",693821,2023,"start",NA,NA,NA
"1963",663546,2023,"middle","none","none","low"
"1964",641302,2023,"none","none","RHH","low"
"1965",661309,2023,"none","long","none","low"
"1966",663658,2023,"none","none","none","low"
"1967",664199,2023,"none","short","none","none"
"1968",608723,2023,"none","none","none","high"
"1969",682120,2023,"none","short","none","low"
"1970",682051,2023,"none","none","none","none"
"1971",608717,2023,"none","short","none","none"
"1972",670167,2023,"none","short","none","none"
"1973",657044,2023,"none","short","RHH","high"
"1974",523260,2023,"none","short","none","high"
"1975",676050,2023,"none","short","RHH","low"
"1976",542947,2023,"none","short","none","none"
"1977",650671,2023,"none","short","none","high"
"1978",543859,2023,"none","none","none","none"
"1979",605280,2023,"none","short","none","high"
"1980",519293,2023,"late","short","RHH","high"
"1981",544727,2023,"none","short","none","high"
"1982",456713,2023,"none","short","none","high"
"1983",650895,2023,"late","short","none","low"
"1984",571948,2023,"none","short","none","none"
"1985",519043,2023,"none","short","RHH","high"
"1986",622554,2023,"none","short","none","high"
"1987",642207,2023,"late","short","none","high"
"1988",607455,2023,"none","short","none","low"
"1989",664076,2023,"none","short","none","high"
"1990",493603,2023,"late","short","none","high"
"1991",518397,2023,"none","short","none","none"
"1992",621249,2023,"none","short","none","none"
"1993",676664,2023,"start",NA,NA,NA
"1994",571927,2023,"start",NA,NA,NA
"1995",506433,2023,"start",NA,NA,NA
"1996",666159,2023,"start",NA,NA,NA
"1997",663460,2023,"start",NA,NA,NA
"1998",601713,2023,"start",NA,NA,NA
"1999",669713,2023,"none","none","none","low"
"2000",570666,2023,"none","short","none","low"
"2001",641771,2023,"none","long","LHH","none"
"2002",628317,2023,"start",NA,NA,NA
"2003",489119,2023,"start",NA,NA,NA
"2004",672710,2023,"start",NA,NA,NA
"2005",660761,2023,"start",NA,NA,NA
"2006",593334,2023,"start",NA,NA,NA
"2007",689266,2023,"start",NA,NA,NA
"2008",676596,2023,"none","long","RHH","none"
"2009",571760,2023,"start",NA,NA,NA
"2010",579328,2023,"start",NA,NA,NA
"2011",641540,2023,"start",NA,NA,NA
"2012",642545,2023,"none","none","none","low"
"2013",640470,2023,"none","short","none","high"
"2014",656061,2023,"none","short","none","low"
"2015",687330,2023,"middle","short","none","high"
"2016",669270,2023,"none","short","none","low"
"2017",650633,2023,"none","none","none","high"
"2018",621368,2023,"none","none","RHH","low"
"2019",641941,2023,"none","short","none","none"
"2020",641703,2023,"middle","none","none","none"
"2021",518886,2023,"late","short","none","high"
"2022",592773,2023,"none","short","none","low"
"2023",547973,2023,"late","short","RHH","high"
"2024",656222,2023,"none","none","RHH","none"
"2025",489446,2023,"none","short","none","none"
"2026",641729,2023,"none","short","none","low"
"2027",663558,2023,"none","short","none","high"
"2028",622259,2023,"none","short","RHH","low"
"2029",606149,2023,"late","short","none","high"
"2030",665665,2023,"none","short","none","low"
"2031",605218,2023,"none","short","none","high"
"2032",621237,2023,"none","short","RHH","high"
"2033",622772,2023,"none","short","none","high"
"2034",665048,2023,"none","short","LHH","low"
"2035",657240,2023,"none","short","none","none"
"2036",642100,2023,"none","short","none","none"
"2037",621074,2023,"none","short","none","low"
"2038",660813,2023,"none","short","none","high"
"2039",594580,2023,"none","short","none","high"
"2040",669796,2023,"none","short","none","low"
"2041",660593,2023,"none","none","none","low"
